Phone Number,International Plan,Voice mail Plan,Account Length,Total day Charge,Number Customer Service calls,Churn,State,churn_probability,predicted_churn,risk_tier
 384-1549, no, no,100,30.45,1,No,UT,0.03,No,Low
 352-8508, no, no,106,25.14,2,No,HI,0.0,No,Low
 404-1002, no, yes,148,35.56,2,No,DC,0.02,No,Low
 414-2905, no, yes,120,41.53,0,No,WI,0.08,No,Low
 380-9849, no, yes,91,29.8,1,No,UT,0.01,No,Low
 387-6498, no, no,86,25.59,1,No,WA,0.01,No,Low
 360-6024, no, yes,78,33.56,0,No,SD,0.05,No,Low
 352-5815, no, no,94,27.8,1,No,MT,0.1,No,Low
 366-2273, no, no,85,40.27,2,Yes,NJ,0.66,Yes,High
 414-9119, no, no,89,13.99,1,No,CT,0.01,No,Low
 409-8796, no, no,128,36.72,1,No,VA,0.01,No,Low
 337-2442, yes, no,115,30.6,1,No,NC,0.03,No,Low
 404-1931, no, no,76,24.43,1,No,AK,0.03,No,Low
 367-9765, no, yes,75,33.69,1,No,MD,0.02,No,Low
 378-7299, no, yes,90,31.55,2,No,IL,0.03,No,Low
 410-5192, no, no,30,23.39,3,No,CT,0.03,No,Low
 405-1108, yes, no,105,46.56,1,Yes,KS,0.91,Yes,Critical
 392-1734, no, yes,102,21.3,3,No,MA,0.0,No,Low
 395-6030, no, no,83,30.4,3,No,NJ,0.02,No,Low
 330-5168, no, yes,63,36.53,0,No,AR,0.02,No,Low
 334-3142, no, no,155,27.71,2,No,MS,0.0,No,Low
 362-9983, no, yes,82,27.85,2,No,ND,0.05,No,Low
 414-2606, no, no,87,32.22,1,No,IN,0.01,No,Low
 402-4501, no, yes,115,26.38,0,No,MI,0.0,No,Low
 387-2604, yes, no,99,41.19,0,Yes,AR,0.48,No,Medium
 400-3343, yes, yes,121,43.2,3,No,VT,0.05,No,Low
 353-2450, no, yes,54,19.04,2,No,WV,0.0,No,Low
 406-2032, no, no,105,19.64,3,No,ME,0.06,No,Low
 409-4462, no, no,73,23.31,1,No,IA,0.01,No,Low
 392-5941, no, no,95,33.73,0,No,CT,0.03,No,Low
 334-9182, no, yes,21,22.56,3,No,NM,0.03,No,Low
 346-3445, no, yes,163,37.33,2,No,OR,0.06,No,Low
 368-9507, no, no,57,28.83,0,No,VT,0.01,No,Low
 382-3966, yes, no,104,27.27,4,No,RI,0.07,No,Low
 334-5844, no, yes,83,16.15,0,No,RI,0.0,No,Low
 362-9411, no, no,141,27.22,2,No,NM,0.02,No,Low
 390-3565, no, no,95,33.08,3,No,AL,0.02,No,Low
 417-4810, no, no,184,40.19,1,Yes,MT,0.85,Yes,Critical
 384-3389, no, no,74,26.71,2,No,CT,0.02,No,Low
 414-9717, no, no,67,30.57,0,No,TN,0.01,No,Low
 357-1700, yes, no,104,25.19,0,No,ID,0.09,No,Low
 376-7207, no, yes,71,31.14,1,No,TX,0.0,No,Low
 368-7706, no, no,149,20.26,4,Yes,NH,0.94,Yes,Critical
 346-4216, no, yes,154,38.08,0,No,ND,0.02,No,Low
 370-9533, no, yes,138,3.32,0,No,SC,0.09,No,Low
 372-1493, no, no,117,31.42,1,No,KS,0.01,No,Low
 387-6031, no, no,130,29.97,1,No,ME,0.0,No,Low
 366-6248, no, no,73,41.09,2,No,RI,0.03,No,Low
 369-3756, no, yes,100,38.2,0,No,WI,0.05,No,Low
 363-1719, no, no,149,35.24,1,No,NC,0.0,No,Low
 402-6666, no, no,29,33.46,2,No,OH,0.0,No,Low
 408-9779, no, no,131,18.85,1,No,WY,0.03,No,Low
 407-2441, no, no,153,20.83,2,No,NJ,0.02,No,Low
 384-5027, no, no,84,38.57,2,No,ND,0.06,No,Low
 380-3161, no, no,133,31.79,2,No,WI,0.01,No,Low
 360-8135, no, no,112,28.99,0,No,KY,0.0,No,Low
 399-5426, no, no,87,34.82,0,No,NY,0.0,No,Low
 385-2564, no, no,72,28.2,2,No,MO,0.0,No,Low
 337-8618, no, no,66,26.18,4,Yes,AZ,0.88,Yes,Critical
 354-8491, no, yes,65,26.88,1,No,MN,0.01,No,Low
 394-6278, no, no,74,38.28,2,No,CO,0.02,No,Low
 405-2276, no, no,116,27.1,6,Yes,MD,0.94,Yes,Critical
 376-1000, no, no,68,29.36,2,No,AR,0.01,No,Low
 397-1659, no, no,68,37.88,3,No,TN,0.02,No,Low
 379-3953, yes, no,54,36.4,1,No,DE,0.07,No,Low
 418-6512, no, no,99,9.32,1,No,TN,0.03,No,Low
 392-5296, no, no,107,22.78,3,No,WI,0.02,No,Low
 355-3814, no, no,124,31.42,1,No,WV,0.01,No,Low
 375-2098, no, yes,95,48.13,3,No,CT,0.01,No,Low
 372-7990, no, no,173,49.61,0,Yes,MN,0.84,Yes,Critical
 356-4558, no, no,110,37.86,1,No,MO,0.01,No,Low
 398-5788, no, no,102,29.67,0,No,VA,0.01,No,Low
 390-4003, no, no,130,11.63,0,No,NH,0.01,No,Low
 332-8103, no, yes,91,46.41,1,No,OK,0.04,No,Low
 406-9926, yes, no,64,38.3,1,Yes,CT,0.94,Yes,Critical
 418-2402, no, yes,176,48.14,1,No,TN,0.11,No,Low
 384-3299, yes, no,93,22.34,1,Yes,MD,0.94,Yes,Critical
 378-9090, no, yes,84,15.25,1,No,WI,0.04,No,Low
 350-6473, no, no,138,21.61,3,No,SD,0.05,No,Low
 379-4583, no, yes,101,18.0,1,No,ND,0.05,No,Low
 411-5078, no, no,136,24.19,2,No,VA,0.0,No,Low
 347-4982, no, no,111,32.52,2,No,UT,0.03,No,Low
 341-9274, no, yes,132,34.32,0,No,MA,0.04,No,Low
 353-7461, no, no,128,42.04,3,No,SD,0.07,No,Low
 371-7366, no, yes,92,41.17,1,No,AL,0.03,No,Low
 395-7923, yes, no,197,21.64,5,Yes,AL,0.95,Yes,Critical
 351-8398, no, no,191,27.54,1,No,WV,0.0,No,Low
 329-2204, no, yes,99,30.45,2,No,SC,0.01,No,Low
 407-7507, no, yes,106,33.56,3,No,FL,0.02,No,Low
 405-8075, no, no,88,25.19,2,No,KY,0.03,No,Low
 390-9698, no, no,78,32.83,0,No,UT,0.01,No,Low
 403-4917, no, no,98,29.19,1,No,NY,0.01,No,Low
 391-6709, no, yes,17,33.75,1,No,MS,0.0,No,Low
 389-5988, no, yes,56,20.69,1,No,NH,0.01,No,Low
 372-1534, no, no,84,22.13,2,No,VA,0.14,No,Low
 395-6369, no, no,95,34.58,2,No,VT,0.0,No,Low
 400-3197, no, no,16,29.7,5,No,WY,0.09,No,Low
 377-4169, yes, no,76,40.97,1,Yes,NV,0.73,Yes,High
 384-5343, no, no,93,24.09,0,No,WV,0.01,No,Low
 338-4472, no, no,83,22.92,2,No,WA,0.02,No,Low
 332-2126, no, no,123,27.73,1,No,KS,0.01,No,Low
 349-2157, no, no,64,24.74,1,No,VT,0.0,No,Low
 393-4823, no, no,82,56.07,0,Yes,OK,0.98,Yes,Critical
 385-2683, no, no,107,33.07,2,No,GA,0.0,No,Low
 345-8350, no, no,110,22.42,1,No,CO,0.0,No,Low
 334-4506, no, yes,96,25.5,1,No,AK,0.0,No,Low
 332-3544, no, yes,47,33.42,2,No,TN,0.01,No,Low
 380-5102, no, no,115,16.95,2,No,KY,0.01,No,Low
 395-6149, no, no,69,24.41,3,No,PA,0.0,No,Low
 398-8122, no, yes,163,39.42,2,No,CT,0.04,No,Low
 334-4438, no, no,90,6.43,3,No,CT,0.03,No,Low
 384-7459, no, no,98,12.38,3,No,MN,0.01,No,Low
 368-3931, no, yes,90,16.12,1,No,WY,0.01,No,Low
 353-1352, no, yes,174,37.71,1,No,PA,0.0,No,Low
 348-5725, no, no,95,45.73,2,Yes,OR,0.96,Yes,Critical
 365-2008, no, no,79,45.61,1,Yes,PA,0.91,Yes,Critical
 393-3635, no, yes,123,33.78,1,No,OK,0.06,No,Low
 380-8727, no, no,99,19.64,7,Yes,VT,0.88,Yes,Critical
 381-2376, no, no,114,34.36,2,No,ID,0.01,No,Low
 365-8114, no, no,141,36.65,1,No,PA,0.0,No,Low
 415-5008, no, no,132,28.88,1,No,NM,0.0,No,Low
 392-8318, no, no,133,34.29,0,No,FL,0.02,No,Low
 401-4007, no, no,133,37.59,4,No,TX,0.05,No,Low
 338-7709, no, yes,93,37.18,2,No,VT,0.05,No,Low
 374-1981, no, no,34,49.93,2,Yes,MA,0.95,Yes,Critical
 333-5101, no, no,140,20.45,4,Yes,OR,0.87,Yes,Critical
 345-3734, no, yes,96,29.89,2,No,DE,0.0,No,Low
 384-5004, no, no,144,47.35,1,Yes,FL,0.67,Yes,High
 341-9396, no, yes,24,40.17,3,No,ID,0.01,No,Low
 408-6302, no, no,54,46.55,1,No,MD,0.1,No,Low
 348-7193, no, no,50,22.29,5,Yes,WV,0.88,Yes,Critical
 417-4063, no, yes,92,28.46,4,No,ID,0.05,No,Low
 375-6911, no, no,96,33.61,3,No,NV,0.02,No,Low
 358-3604, no, no,146,28.82,2,No,OH,0.0,No,Low
 339-7485, yes, yes,138,38.28,0,No,ID,0.06,No,Low
 368-3078, no, no,102,29.67,4,No,SC,0.47,No,Medium
 418-7055, no, no,76,22.05,5,Yes,MO,0.97,Yes,Critical
 386-9981, no, no,99,34.0,3,No,NE,0.0,No,Low
 366-2541, no, yes,83,16.3,0,No,NC,0.03,No,Low
 335-3110, no, yes,36,25.98,1,No,ME,0.01,No,Low
 400-7809, no, no,70,22.08,1,No,MI,0.07,No,Low
 404-3106, yes, no,109,45.63,2,Yes,AZ,0.77,Yes,Critical
 333-2337, no, no,100,32.05,2,No,AZ,0.08,No,Low
 353-6482, no, no,104,29.0,1,No,HI,0.0,No,Low
 397-8162, no, no,106,32.54,1,No,NJ,0.02,No,Low
 380-6722, no, no,84,12.8,1,No,MS,0.07,No,Low
 329-2918, no, no,80,25.47,2,No,MA,0.03,No,Low
 348-8022, no, no,100,19.7,1,No,SC,0.01,No,Low
 388-4459, no, no,99,21.9,2,No,MN,0.01,No,Low
 358-3114, no, no,50,22.39,1,No,WV,0.07,No,Low
 343-9654, no, no,105,17.24,1,No,MS,0.07,No,Low
 401-9909, no, yes,113,25.33,4,No,VA,0.17,No,Low
 404-9978, no, yes,111,16.46,2,No,MS,0.03,No,Low
 397-8011, no, no,161,18.28,2,No,NM,0.05,No,Low
 341-8719, no, no,70,39.58,0,Yes,TX,0.84,Yes,Critical
 408-1242, no, yes,97,20.59,3,No,HI,0.03,No,Low
 406-7726, no, no,130,21.13,0,No,WA,0.05,No,Low
 351-2773, no, no,92,26.81,1,No,WI,0.07,No,Low
 368-6174, no, no,119,21.13,0,No,CO,0.02,No,Low
 334-5029, no, no,115,48.69,1,Yes,NV,0.95,Yes,Critical
 413-1789, no, no,134,24.09,0,No,RI,0.01,No,Low
 414-1246, no, yes,127,29.41,0,No,VA,0.0,No,Low
 330-4978, no, no,80,45.68,2,Yes,NJ,0.93,Yes,Critical
 386-1631, no, yes,153,37.15,0,No,ND,0.06,No,Low
 363-1208, no, no,85,43.4,3,No,MN,0.55,Yes,High
 334-5263, no, no,79,7.12,1,No,HI,0.0,No,Low
 361-4137, no, no,35,44.34,1,No,ND,0.18,No,Low
 374-8187, no, yes,120,40.7,0,No,WI,0.02,No,Low
 370-1525, no, no,68,38.54,0,No,MN,0.01,No,Low
 355-3801, no, no,60,30.48,1,Yes,DC,0.72,Yes,High
 392-5605, no, no,120,26.86,1,No,KS,0.01,No,Low
 363-1366, no, yes,71,29.87,1,No,MT,0.05,No,Low
 358-5274, no, no,124,26.76,3,No,WV,0.0,No,Low
 376-9607, no, no,23,19.23,1,Yes,ME,0.67,Yes,High
 374-1213, no, no,225,31.06,1,No,WY,0.03,No,Low
 421-8537, yes, no,181,27.42,0,Yes,NY,0.95,Yes,Critical
 351-5576, no, no,63,24.23,2,No,VT,0.0,No,Low
 407-7258, yes, no,54,32.39,2,Yes,NC,0.94,Yes,Critical
 405-4420, yes, yes,80,27.08,1,No,MO,0.06,No,Low
 340-2855, yes, yes,118,26.15,1,No,NC,0.15,No,Low
 342-8002, yes, no,42,30.72,2,No,NJ,0.13,No,Low
 355-6826, no, no,134,34.46,0,No,OH,0.07,No,Low
 402-3886, no, yes,66,32.44,0,No,TX,0.01,No,Low
 336-5900, no, no,66,34.87,2,No,WA,0.09,No,Low
 339-7684, no, yes,127,40.05,1,No,TN,0.01,No,Low
 390-2433, no, no,146,32.18,0,No,HI,0.0,No,Low
 360-7246, no, yes,93,28.37,1,No,WY,0.02,No,Low
 335-6508, no, no,77,41.68,0,Yes,CT,0.48,No,Medium
 348-6720, no, no,111,22.54,4,Yes,NM,0.91,Yes,Critical
 406-6400, no, no,125,30.99,2,No,NJ,0.0,No,Low
 390-7370, no, yes,115,32.69,2,No,AL,0.01,No,Low
 390-5055, yes, no,115,20.74,2,Yes,MN,0.91,Yes,Critical
 405-7542, no, no,114,32.81,2,No,NC,0.0,No,Low
 364-4927, no, no,106,26.96,0,No,OH,0.02,No,Low
 329-3458, no, yes,118,15.56,2,No,ND,0.02,No,Low
 331-3842, no, no,59,26.11,1,No,CO,0.01,No,Low
 343-4147, yes, yes,87,37.67,1,No,ND,0.06,No,Low
 335-2274, no, no,21,41.6,1,No,NY,0.23,No,Low
 343-3227, no, yes,142,40.77,0,No,WI,0.05,No,Low
 336-6907, no, no,62,29.31,0,No,WY,0.01,No,Low
 331-1391, no, no,149,41.23,3,Yes,OR,0.87,Yes,Critical
 360-1643, no, yes,54,19.99,2,No,CO,0.02,No,Low
 410-2518, no, no,112,29.67,1,No,LA,0.05,No,Low
 344-4970, no, no,68,26.74,1,No,AL,0.0,No,Low
 408-1486, no, yes,201,32.64,1,No,TX,0.11,No,Low
 396-1648, no, no,88,37.09,1,No,PA,0.0,No,Low
 391-2022, no, yes,85,24.58,1,No,IL,0.01,No,Low
 420-6465, yes, no,51,26.11,0,Yes,DE,0.98,Yes,Critical
 398-2628, no, yes,45,23.09,2,No,MO,0.0,No,Low
 409-5519, no, no,116,27.32,0,No,AR,0.01,No,Low
 391-8554, no, yes,146,34.43,1,No,OH,0.02,No,Low
 395-1693, no, yes,63,25.87,1,No,WI,0.01,No,Low
 393-3194, no, no,133,38.66,0,No,GA,0.09,No,Low
 328-3402, no, no,125,32.57,2,No,KY,0.02,No,Low
 411-4781, no, no,72,23.61,1,No,OH,0.0,No,Low
 401-2581, no, no,130,21.59,0,No,TN,0.02,No,Low
 385-1214, no, no,97,28.66,1,No,SD,0.01,No,Low
 348-6853, no, no,54,48.72,1,Yes,NY,0.97,Yes,Critical
 341-8412, no, yes,160,27.98,1,No,GA,0.02,No,Low
 330-8142, no, no,79,24.48,1,No,TX,0.0,No,Low
 361-1404, no, yes,92,24.07,0,No,WV,0.03,No,Low
 375-9671, no, no,59,34.73,1,No,MI,0.02,No,Low
 372-1824, no, no,132,27.74,1,No,ND,0.0,No,Low
 408-3606, no, no,21,38.25,0,No,NE,0.05,No,Low
 333-3595, no, no,93,29.94,2,No,SD,0.0,No,Low
 379-7009, no, yes,147,43.21,5,No,NJ,0.11,No,Low
 411-4940, no, no,101,29.73,1,No,AK,0.01,No,Low
 409-7523, yes, no,125,31.84,0,Yes,CT,0.83,Yes,Critical
 408-6725, no, no,63,36.01,3,No,CO,0.01,No,Low
 350-2384, no, no,107,41.12,0,No,MD,0.09,No,Low
 348-1706, no, no,110,33.34,3,No,ND,0.03,No,Low
 415-6145, no, no,83,39.32,3,No,NH,0.03,No,Low
 373-3731, no, no,117,27.47,1,No,MN,0.01,No,Low
 341-3349, no, no,124,32.98,0,No,KY,0.05,No,Low
 399-8859, no, no,115,18.65,3,No,NH,0.09,No,Low
 377-4518, yes, no,156,47.09,1,No,CO,0.2,No,Low
 341-1594, no, no,89,32.66,0,No,KY,0.01,No,Low
 418-8770, no, no,72,33.73,0,No,KY,0.02,No,Low
 332-9118, no, yes,101,35.56,0,No,IN,0.01,No,Low
 386-1418, no, no,53,31.42,2,No,OR,0.07,No,Low
 393-3535, no, no,116,28.53,2,No,SD,0.08,No,Low
 328-9006, no, no,78,23.66,3,No,DE,0.02,No,Low
 402-2482, no, yes,117,37.62,0,No,OR,0.03,No,Low
 408-4865, no, no,56,20.67,1,No,NE,0.02,No,Low
 396-6247, no, yes,123,45.97,1,No,OH,0.17,No,Low
 396-9462, no, no,127,23.73,2,No,OH,0.0,No,Low
 396-9279, no, yes,116,43.01,2,No,AR,0.02,No,Low
 363-8715, no, yes,138,31.26,1,No,KS,0.01,No,Low
 356-1358, no, no,120,34.56,3,No,TX,0.05,No,Low
 360-7839, no, no,102,34.1,3,No,WI,0.01,No,Low
 364-8774, no, no,95,28.49,2,No,OR,0.04,No,Low
 348-5038, no, no,102,26.61,2,No,VA,0.0,No,Low
 365-4728, no, yes,89,36.57,1,No,AR,0.02,No,Low
 351-9037, no, no,50,51.29,1,No,CT,0.25,No,Low
 397-9184, no, yes,93,25.89,7,No,OH,0.3,No,Medium
 398-4538, no, no,68,33.22,1,No,WY,0.01,No,Low
 382-6827, no, no,70,35.48,2,No,IL,0.06,No,Low
 408-1340, no, yes,138,32.32,0,No,MO,0.02,No,Low
 333-9511, no, yes,141,31.52,4,No,DC,0.08,No,Low
 358-7379, no, yes,112,31.14,0,No,MA,0.0,No,Low
 397-1766, yes, no,117,9.21,1,Yes,NH,0.61,Yes,High
 331-2144, no, yes,1,35.36,1,No,IA,0.02,No,Low
 345-7014, no, no,70,39.15,1,No,AL,0.0,No,Low
 395-1898, no, yes,87,40.94,2,No,OR,0.04,No,Low
 373-8920, no, yes,52,33.27,2,No,WV,0.0,No,Low
 373-8908, no, no,97,46.94,0,Yes,WA,0.97,Yes,Critical
 415-1203, no, no,105,28.24,2,No,NV,0.0,No,Low
 369-7017, no, yes,77,23.1,4,Yes,SC,0.75,Yes,Critical
 420-8435, yes, no,80,32.15,2,Yes,NC,0.97,Yes,Critical
 395-2579, no, yes,120,30.24,1,No,NH,0.01,No,Low
 405-7850, no, yes,54,24.46,2,No,WY,0.0,No,Low
 394-7710, yes, no,148,25.19,2,No,FL,0.1,No,Low
 342-4122, no, no,119,48.81,2,Yes,PA,0.88,Yes,Critical
 340-1876, no, yes,162,30.55,1,Yes,NC,0.6,Yes,High
 383-6095, no, no,85,28.19,5,Yes,MO,0.8,Yes,Critical
 413-1061, no, yes,101,24.5,1,No,KS,0.02,No,Low
 343-5347, no, no,172,29.33,0,No,KY,0.01,No,Low
 376-4861, no, no,80,33.97,1,No,DE,0.01,No,Low
 417-2265, no, no,67,18.55,2,No,WI,0.02,No,Low
 419-7415, no, no,86,29.21,1,No,CO,0.0,No,Low
 407-2259, no, no,107,37.79,1,Yes,NM,0.81,Yes,Critical
 333-2906, no, no,133,41.79,0,No,DE,0.15,No,Low
 360-7477, no, no,116,27.98,0,No,IL,0.01,No,Low
 342-5243, no, no,63,35.99,0,No,WA,0.04,No,Low
 417-3999, yes, yes,119,25.02,0,Yes,MA,0.88,Yes,Critical
 379-1720, yes, no,133,43.3,0,Yes,OH,0.83,Yes,Critical
 368-3117, yes, no,94,28.92,1,No,TN,0.1,No,Low
 352-5000, no, no,69,33.17,0,No,MA,0.01,No,Low
 405-7676, no, no,146,25.38,7,Yes,MI,0.89,Yes,Critical
 361-2349, no, no,119,13.92,2,Yes,TX,0.1,No,Low
 383-2901, yes, yes,142,32.49,0,No,NH,0.05,No,Low
 369-7049, no, no,123,35.17,3,No,MD,0.02,No,Low
 387-5533, no, no,101,40.63,1,Yes,MS,0.86,Yes,Critical
 362-3660, no, no,43,30.48,0,No,AZ,0.04,No,Low
 357-3577, no, no,69,31.5,0,No,IN,0.0,No,Low
 394-3312, yes, no,15,24.04,2,No,NY,0.13,No,Low
 395-8330, no, yes,107,42.26,1,No,WI,0.01,No,Low
 373-8895, no, no,67,25.93,2,No,WV,0.01,No,Low
 386-4581, no, no,99,24.75,1,No,NY,0.01,No,Low
 354-8191, no, no,46,27.91,1,No,OK,0.04,No,Low
 359-7562, yes, no,55,37.57,1,No,NC,0.03,No,Low
 359-4336, no, no,39,50.22,1,Yes,KY,0.98,Yes,Critical
 336-9901, no, no,92,23.77,2,No,TX,0.01,No,Low
 406-3069, no, no,56,27.59,4,Yes,CT,0.76,Yes,Critical
 334-6519, no, no,76,46.36,0,Yes,NE,0.92,Yes,Critical
 361-8113, yes, yes,132,34.05,2,No,HI,0.24,No,Low
 347-9769, no, yes,140,26.71,1,No,SC,0.05,No,Low
 352-9130, yes, yes,51,23.09,2,No,AK,0.04,No,Low
 378-4557, no, no,27,40.24,1,No,SD,0.08,No,Low
 360-8919, no, no,224,18.94,3,No,ID,0.02,No,Low
 405-4109, yes, yes,105,26.54,0,Yes,OK,0.96,Yes,Critical
 381-2498, no, no,117,32.49,2,No,WA,0.07,No,Low
 357-5696, no, no,91,26.01,1,Yes,SD,0.66,Yes,High
 412-2947, no, no,135,37.2,4,No,OH,0.15,No,Low
 363-3571, no, no,146,34.92,3,No,VA,0.02,No,Low
 405-5403, yes, no,147,38.28,0,Yes,WI,0.89,Yes,Critical
 330-9354, no, no,68,42.48,2,Yes,IN,0.87,Yes,Critical
 396-7091, no, no,68,22.37,3,No,NM,0.03,No,Low
 398-3004, no, yes,86,33.64,0,No,HI,0.01,No,Low
 400-4020, no, no,131,28.31,1,No,KY,0.02,No,Low
 356-3448, no, yes,86,38.32,1,No,OH,0.0,No,Low
 335-2019, no, no,159,46.89,2,Yes,VT,0.91,Yes,Critical
 332-6633, no, yes,134,24.29,1,No,AZ,0.0,No,Low
 359-7648, no, no,113,35.22,1,No,VT,0.01,No,Low
 412-9190, no, no,132,35.05,1,No,MO,0.0,No,Low
 368-9007, no, no,85,35.75,1,No,AL,0.0,No,Low
 384-5632, yes, yes,93,38.37,1,Yes,NJ,0.76,Yes,Critical
 352-6068, no, yes,174,28.53,4,Yes,WA,0.73,Yes,High
 343-9645, no, no,61,33.61,2,No,NY,0.01,No,Low
 384-7873, no, yes,91,28.87,1,No,DC,0.04,No,Low
 396-2187, no, yes,88,32.4,2,No,NE,0.01,No,Low
 383-5109, no, yes,88,13.65,2,No,MA,0.07,No,Low
 377-7843, no, yes,195,39.39,0,No,VT,0.01,No,Low
 382-7999, no, no,182,11.75,0,No,NM,0.02,No,Low
 328-1222, no, no,118,32.1,4,No,CO,0.09,No,Low
 371-1727, no, no,103,25.6,8,Yes,NH,0.87,Yes,Critical
 369-8871, no, no,65,32.64,2,No,IL,0.0,No,Low
 335-9726, no, yes,61,27.83,3,No,UT,0.02,No,Low
 357-3709, no, no,172,35.99,1,No,WV,0.04,No,Low
 422-9964, no, no,72,29.84,1,No,NJ,0.02,No,Low
 366-9211, no, no,113,25.52,2,No,NM,0.01,No,Low
 384-9033, no, no,177,32.22,1,No,ND,0.02,No,Low
 382-4932, no, no,100,12.04,6,Yes,WA,0.92,Yes,Critical
 404-7518, no, no,67,36.64,1,No,NM,0.01,No,Low
 353-1954, no, no,136,17.29,3,No,DE,0.01,No,Low
 391-7166, no, no,71,43.93,4,No,GA,0.07,No,Low
 370-9000, no, no,134,41.21,1,No,HI,0.04,No,Low
 332-3642, no, no,124,22.41,1,No,CT,0.14,No,Low
 412-3898, no, no,84,32.33,2,No,NJ,0.02,No,Low
 366-5640, no, no,39,26.2,2,No,ME,0.0,No,Low
 356-2302, no, no,110,31.96,3,No,OK,0.02,No,Low
 345-9018, no, no,102,17.53,1,No,TN,0.02,No,Low
 365-6205, no, no,70,29.82,0,No,WY,0.02,No,Low
 337-1151, no, no,142,24.72,1,No,NY,0.01,No,Low
 374-4664, yes, no,81,42.6,1,No,DE,0.05,No,Low
 396-9656, no, no,17,27.46,1,No,RI,0.0,No,Low
 377-5043, no, no,119,44.22,1,Yes,PA,0.83,Yes,Critical
 401-7359, no, no,105,47.82,0,Yes,HI,0.99,Yes,Critical
 375-2184, yes, yes,108,22.12,3,Yes,MD,0.91,Yes,Critical
 367-6005, no, no,90,17.34,2,No,VA,0.0,No,Low
 364-2166, no, yes,100,37.18,1,No,IN,0.01,No,Low
 414-4741, no, yes,155,21.85,1,No,OR,0.0,No,Low
 403-9719, no, no,113,21.88,2,Yes,AZ,0.64,Yes,High
 371-8452, no, no,123,29.27,1,No,WI,0.0,No,Low
 392-6239, no, no,145,33.86,1,No,VA,0.04,No,Low
 410-5250, no, no,42,31.37,2,No,MO,0.0,No,Low
 336-1574, no, no,125,28.66,0,No,NV,0.05,No,Low
 406-8324, no, yes,131,29.58,1,No,HI,0.01,No,Low
 411-7110, no, no,107,39.17,1,No,WA,0.11,No,Low
 341-9907, no, no,48,33.69,1,No,IL,0.0,No,Low
 400-8952, no, no,76,31.64,0,No,IL,0.01,No,Low
 333-9266, no, no,128,25.25,1,No,LA,0.05,No,Low
 419-4894, no, no,73,26.71,0,No,WI,0.05,No,Low
 364-9904, no, no,52,26.35,4,Yes,TX,0.72,Yes,High
 394-3048, yes, yes,126,21.98,1,No,MI,0.22,No,Low
 352-6265, no, no,124,32.05,1,No,NC,0.04,No,Low
 357-3187, no, no,137,35.5,0,No,WA,0.09,No,Low
 373-8483, no, no,71,40.46,0,Yes,ND,0.8,Yes,Critical
 375-9930, no, no,139,35.89,0,No,NE,0.03,No,Low
 352-6282, no, yes,107,33.81,3,No,MS,0.01,No,Low
 396-2945, no, no,147,36.18,1,No,KY,0.0,No,Low
 412-3527, no, no,116,23.36,3,No,RI,0.02,No,Low
 328-4231, no, yes,60,32.61,2,No,NY,0.02,No,Low
 413-9055, no, no,38,25.33,0,No,TX,0.12,No,Low
 363-8755, no, no,63,19.91,3,No,DE,0.0,No,Low
 388-8891, no, no,94,18.36,3,No,NM,0.04,No,Low
 360-1776, no, no,131,19.18,0,No,RI,0.08,No,Low
 411-3578, no, no,158,29.9,1,No,MS,0.01,No,Low
 399-7268, no, no,139,40.22,1,Yes,NY,0.66,Yes,High
 350-1532, no, no,77,28.8,1,No,NE,0.0,No,Low
 359-2197, no, no,140,22.03,3,No,WI,0.03,No,Low
 407-9290, no, no,72,30.11,1,No,KY,0.0,No,Low
 358-6672, no, yes,52,22.66,1,No,SD,0.02,No,Low
 393-4621, no, no,103,28.53,5,No,VA,0.17,No,Low
 336-7357, no, yes,74,29.68,1,No,KS,0.0,No,Low
 351-1466, no, no,124,25.55,2,No,ND,0.01,No,Low
 394-6668, no, yes,85,48.14,5,No,CO,0.18,No,Low
 403-2673, no, yes,113,26.83,5,Yes,KY,0.74,Yes,High
 355-1735, no, no,71,24.0,2,No,WA,0.02,No,Low
 416-7679, no, yes,177,39.13,1,No,NV,0.05,No,Low
 340-4972, yes, no,49,40.43,2,Yes,SC,0.96,Yes,Critical
 417-4826, yes, no,106,34.68,3,Yes,RI,0.75,Yes,Critical
 408-6676, no, no,60,37.59,1,No,ID,0.02,No,Low
 417-6683, no, no,43,30.12,4,No,KY,0.15,No,Low
 331-6270, no, no,66,20.06,1,No,ME,0.01,No,Low
 404-9754, no, no,125,27.85,0,No,SD,0.01,No,Low
 364-9425, no, yes,114,24.02,3,No,SC,0.01,No,Low
 339-6477, no, no,112,46.33,3,Yes,TN,0.89,Yes,Critical
 362-2787, no, yes,101,20.21,2,No,MT,0.0,No,Low
 405-9233, no, no,70,1.34,0,No,WI,0.04,No,Low
 416-1845, no, no,59,27.12,0,No,AK,0.01,No,Low
 385-9657, no, no,59,25.53,1,No,AZ,0.0,No,Low
 420-5652, no, yes,124,24.57,2,No,MT,0.04,No,Low
 415-1141, no, no,99,23.92,2,No,DE,0.0,No,Low
 334-5634, no, no,150,28.76,1,No,VA,0.01,No,Low
 403-4200, no, no,81,37.54,2,No,MA,0.01,No,Low
 357-7893, no, no,86,36.77,0,No,IN,0.02,No,Low
 369-2899, no, no,84,28.82,0,No,MD,0.0,No,Low
 381-1026, no, yes,118,43.57,1,No,NV,0.07,No,Low
